YCSB_KEY,field0,field1,field2
user6450,2020-08-18,TSLA,stock spacex timing rocket launch get ready
user6451,2020-08-18,TSLA,long retraces dump
user6452,2020-08-19,TSLA,wth
user6453,2020-08-19,TSLA,market maker isnt going nice generous anymore lose grip selling occur drop coming
user6454,2020-08-20,NVDA,tried warn yall im seeing broader based sell tech coming well see glta
user6455,2020-08-20,TSLA,forgot last true greek option robinhood omega sweet dream may last long time were
user6456,2020-08-20,AAPL,hold thats another million people buy share
user6457,2020-08-21,NVDA,all weak hand sold er coming back
user6458,2020-08-21,AAPL,lol dont recommend buying contract monday split enjoy ride
user6459,2020-08-21,TSLA,tesla motor planet tesla
user6460,2020-08-21,TSLA,complete beast back k within year easiest roi ever
user6461,2020-08-21,TSLA,bear salty yesterday im grateful also optt looking like ready pop
user6462,2020-08-21,AAPL,today try get morning dip one
user6463,2020-08-21,TSLA,every time stay area long get uncomfortable leave
user6464,2020-08-21,TSLA,poised run make push eod
user6465,2020-08-21,AAPL,ive never excited like stock split surely bring new investor acquire affordable share long term investor rewarded significantly glta
user6466,2020-08-21,NVDA,im happy stock
user6467,2020-08-21,AAPL,buy long term
user6468,2020-08-21,AAPL,know going right
user6469,2020-08-21,TSLA,cool tsla wanted sell took rug o me hope get monday well maybe
user6470,2020-08-21,TSLA,take med cry loud
user6471,2020-08-21,AAPL,successful day scalping apple monday
user6472,2020-08-24,AAPL,dont know say
user6473,2020-08-24,AAPL,last day buy apple split enjoy party
user6474,2020-08-24,AAPL,looking good another come yall let make another push
user6475,2020-08-24,AAPL,look lunch
user6476,2020-08-24,AAPL,apple go newton law gravity
user6477,2020-08-25,AAPL,laugh cry later bearsback hibernation go
user6478,2020-08-25,AMZN,first time decided hold day trade stock im bag holding end sight
user6479,2020-08-25,AMZN,fool proof plan today li
user6480,2020-08-25,TSLA,crashed bit front model authorised repair centre asked good luck buying one ill tell u sooner later people get
user6481,2020-08-25,TSLA,wait happen tmr
user6482,2020-08-26,TSLA,sign cant get clearer dont sell bull going mar
user6483,2020-08-26,TSLA,going split
user6484,2020-08-26,TSLA,tsla well new kid block
user6485,2020-08-26,TSLA,money machine keep printing
user6486,2020-08-27,AAPL,one apple day keep bear away
user6487,2020-08-27,TSLA,jumping back top range jump split settle consolidates month glta
user6488,2020-08-27,AAPL,expensive luck break ever took good now
user6489,2020-08-28,TSLA,bear sight theyll come later drop try get sell share
user6490,2020-08-28,TSLA,usually sell freak stock
user6491,2020-08-28,TSLA,back in fully leveraged let fly
user6492,2020-08-28,TSLA,monday look like added share
user6493,2020-08-28,AAPL,big short coming week notice red alert
user6494,2020-08-31,AAPL,ill give one guess stock rippin market futes
user6495,2020-08-31,AAPL,it bear time real kitty going eat fancy feast tonight call locked loaded
user6496,2020-08-31,AAPL,call loading yall
user6497,2020-08-31,TSLA,seriously
user6498,2020-08-31,TSLA,ive fallen love
user6499,2020-08-31,TSLA,back road kville day driving see ya soon
user6500,2020-08-31,TSLA,dont sell dont pay tax
user6501,2020-09-01,TSLA,sp movement split really think big announcement work hopefully spacex merger
user6502,2020-09-01,TSLA,bear waiting go wait forever
user6503,2020-09-01,TSLA,keep watching bear win bad boy
user6504,2020-09-01,TSLA,sound like need help getting share p
user6505,2020-09-01,TSLA,alls saying is
user6506,2020-09-01,TSLA,listen bear right k point ago
user6507,2020-09-01,TSLA,last call get train
user6508,2020-09-01,TSLA,still much higher yesterday lowest wait
user6509,2020-09-01,TSLA,tf took dump
user6510,2020-09-01,TSLA,stop trying kee down let go stay lane
user6511,2020-09-01,TSLA,omg seriously sell stock long buy hold millionaire mad people
user6512,2020-09-01,TSLA,made tiny little profit shorting minute know better bet tsla long bought call friday
user6513,2020-09-01,TSLA,bought march dip rode rocket split loading rocket preparing another blast off
user6514,2020-09-01,TSLA,remember toyota trying get electric hybrid ground year ago one executes like tsla earnings rocket cost level tslas learning rate insane bull win over hold on regret
user6515,2020-09-01,AAPL,never stop late hop money train
user6516,2020-09-02,AAPL,one thirty five dot excellent
user6517,2020-09-02,TSLA,pinning troll wall shame again prob still holding lost profit locked k today plan reshort bounce tomorrow time time ppl holding moon
user6518,2020-09-02,TSLA,wonder many people gon cry sec hit eod tomorrow
user6519,2020-09-02,TSLA,hold put overnight
user6520,2020-09-02,TSLA,hold battery day k record day
user6521,2020-09-02,TSLA,oops
user6522,2020-09-02,AAPL,call sept come apple make rich
user6523,2020-09-02,TSLA,maybe another stock split make thing go
user6524,2020-09-03,TSLA,get pullback ma bull reload news offering done yet commence
user6525,2020-09-03,AAPL,shouldve sold today look like clear day tomorrow
user6526,2020-09-03,TSLA,germany news released yesterdaybulls getting desperate
user6527,2020-09-03,TSLA,pray musk god
user6528,2020-09-03,TSLA,worry bull elon always announce another stock split stock get low
user6529,2020-09-03,TSLA,battery day battery day keep loading saving see happens
user6530,2020-09-03,TSLA,million mile s
user6531,2020-09-03,TSLA,mean keep buying dip fukin retard today
user6532,2020-09-03,AAPL,going new resistance
user6533,2020-09-03,TSLA,drop look
user6534,2020-09-03,TSLA,wahooo market doesnt look good change tomorrow let see future say
user6535,2020-09-03,TSLA,ill see guy nothing stock
user6536,2020-09-03,TSLA,sold everything monday it late
user6537,2020-09-03,AAPL,lmao apple stock soon
user6538,2020-09-04,TSLA,heard tesla energy company go look energy company valuation
user6539,2020-09-04,TSLA,dont think yall understand power mm well im trying warn tech bubble burst
user6540,2020-09-04,TSLA,imagine getting
user6541,2020-09-04,TSLA,people love god buying call week now
user6542,2020-09-04,TSLA,sold put early much longer drop lol
user6543,2020-09-04,AAPL,retail getting slaughtered keep buying lil piggy
user6544,2020-09-04,TSLA,listen want elon tweet got invite go picking
user6545,2020-09-04,AAPL,next week back iphone launch
user6546,2020-09-04,TSLA,better gap get cheap share
user6547,2020-09-05,TSLA,always run market close holiday etc
user6548,2020-09-06,AAPL,short term idea trade end share holder longs need worry option holder plan accordingly
user6549,2020-09-08,AAPL,seen time time again comment look overwhelmingly green rug pull certain buying put open
user6550,2020-09-08,AAPL,poor put theyre getting greener greener
user6551,2020-09-08,AAPL,went short since thats way make apparently
user6552,2020-09-08,TSLA,hey bull along haul long hole
user6553,2020-09-08,TSLA,buttery day
user6554,2020-09-08,TSLA,just keep averaging down will tell grandkids sold cause pussy idiot
user6555,2020-09-09,TSLA,tomorrow battery day next year wait another year
user6556,2020-09-09,TSLA,time market cap ford gm combined
user6557,2020-09-09,TSLA,first guy bought split buying overvalued dip fund loading share raising price target even realize
user6558,2020-09-09,TSLA,love love bear bull board bear getting burned today tomorrow enjoy ride
user6559,2020-09-09,TSLA,""
user6560,2020-09-09,TSLA,going back ground ah mark word
user6561,2020-09-09,TSLA,bro wtf rh sold share automatically itself never even placed order sell im officially pulling money trash brokerage moving another
user6562,2020-09-09,NVDA,listen financial dinosaur fake trader well
user6563,2020-09-10,TSLA,let amazing day eod
user6564,2020-09-10,AAPL,wth bought last week check back three week
user6565,2020-09-10,TSLA,im call put working
user6566,2020-09-10,TSLA,staying green despite market sell
user6567,2020-09-11,TSLA,see lot light blunt market open
user6568,2020-09-11,TSLA,come think it im glad company included sp index seen performance stock included abysmal since
user6569,2020-09-11,TSLA,ok bear go back graf
user6570,2020-09-11,AAPL,bull today loss it pullback bro totally healthy everything fine bear bunch clown everything fine
user6571,2020-09-11,TSLA,another split battery day
user6572,2020-09-14,AAPL,wow much b today go sell
user6573,2020-09-14,TSLA,opinion tesla continue run rest week due battery day catalyst
user6574,2020-09-14,TSLA,today decent day need tomorrow make even
user6575,2020-09-15,TSLA,who ready pre market tmw
user6576,2020-09-15,TSLA,bear morning buying put
user6577,2020-09-15,NFLX,another short day pedoville
user6578,2020-09-15,TSLA,bear welcomein party
user6579,2020-09-15,TSLA,looking like massive bull trap bear trap min
user6580,2020-09-15,TSLA,might need another split next year
user6581,2020-09-15,AAPL,bought thank cheap share
user6582,2020-09-15,TSLA,time time mentioned elon god
user6583,2020-09-15,TSLA,stock never
user6584,2020-09-15,AAPL,thats call bounce
user6585,2020-09-15,TSLA,desperate silly bear lol you guy gained pt instead it going down
user6586,2020-09-15,TSLA,whoa elon tweeted ground tunnel autonomous driving almost finished la vega
user6587,2020-09-16,AAPL,bear complaining one event show ipad iwatch still two event lmao booked solid rest year got
user6588,2020-09-16,AAPL,longer see claytrader curse lifted
user6589,2020-09-16,AAPL,see morning red candle everybody turn bearish
user6590,2020-09-16,TSLA,""
user6591,2020-09-16,TSLA,close green sure matter minute rip tomorrow hit note almost stock turned green powell speech tesla fail
user6592,2020-09-17,AAPL,crapple below hot trash big money screw retailer again
user6593,2020-09-17,TSLA,blow low volume pre market imagine tutes dump bag retail market open
user6594,2020-09-17,AAPL,buy dip moon
user6595,2020-09-17,TSLA,bull realise share dont go ever turn trader loooong term investor
user6596,2020-09-17,NFLX,looooook pedos timber
user6597,2020-09-17,NFLX,seems trend po it content allow nowadays definitely strange
user6598,2020-09-18,TSLA,looking like bear day tomorrow sorry bull
user6599,2020-09-18,AAPL,""
user6600,2020-09-18,AAPL,cmon bagholders it time start cry shtig pant
user6601,2020-09-18,AAPL,guy crack gap fill close up
user6602,2020-09-18,AAPL,sell friday eod
user6603,2020-09-18,AAPL,called it pit fly call die apple event tuesday
user6604,2020-09-18,AAPL,cheer whoever bought put am opex chopex today see monday
user6605,2020-09-18,AAPL,congrats bear celebrating weekend
user6606,2020-09-18,TSLA,holding weekendlets cover head hill fellow live fight another day
user6607,2020-09-18,TSLA,look get back monday moon coming up
user6608,2020-09-18,NFLX,yall looked insider trade po bad netflix exec dont believe much bull
user6609,2020-09-21,AAPL,cute selloff back regularly scheduled bullish programming
user6610,2020-09-21,TSLA,way oversold event day
user6611,2020-09-21,TSLA,happened suddenly down
user6612,2020-09-21,TSLA,open close remember heard first
user6613,2020-09-21,AMZN,like im seeing here post technical later tonight
user6614,2020-09-22,AAPL,still gapfill
user6615,2020-09-22,TSLA,""
user6616,2020-09-22,TSLA,pm eastern time
user6617,2020-09-22,TSLA,dummy cant even turn sound
user6618,2020-09-22,TSLA,biggest baddest event world battery day called battery hour time thought entire day dedicated talking battery pm guess
user6619,2020-09-22,TSLA,hahahahahaha fucking clown say bye bye bag holder created
user6620,2020-09-22,TSLA,surprise sell news
user6621,2020-09-22,TSLA,tesla solid support
user6622,2020-09-22,TSLA,tesla told wont make money year
user6623,2020-09-22,TSLA,sub inbound worst event ever getting slaughtered tendie timeee
user6624,2020-09-22,TSLA,everyone rn expecting tsla skyrocket venus recover tho
user6625,2020-09-23,TSLA,see yall open rh start panicking
user6626,2020-09-23,TSLA,gotta wait earnings october sell
user6627,2020-09-23,TSLA,basically saying there nothing see come back year id take money put elsewhere
user6628,2020-09-23,TSLA,market selling people koolaid telling it patron
user6629,2020-09-23,TSLA,support wall gone next big wall
user6630,2020-09-23,TSLA,youre new investor here listen sell youre gonna lose hard earned money easily
user6631,2020-09-23,TSLA,think halfed price still trading time earnings
user6632,2020-09-24,TSLA,according tesla bull bounce new bottom start moving
user6633,2020-09-24,AMZN,im bull usually always week market
user6634,2020-09-24,TSLA,bull
user6635,2020-09-24,TSLA,buy dip
user6636,2020-09-24,AAPL,put primed printing dd
user6637,2020-09-24,TSLA,rememberfriday belong bearsdont hold bagger
user6638,2020-09-25,TSLA,see yall post market great day bull
user6639,2020-09-25,AAPL,""
user6640,2020-09-25,AAPL,bear couldnt got deal wanted said thanks
user6641,2020-09-25,AAPL,sorry guyswho still waiting
user6642,2020-09-25,AAPL,repeat someone waiting load
user6643,2020-09-25,AAPL,last hitter ted williams hit
user6644,2020-09-26,TSLA,different scenario probability price target
user6645,2020-09-28,AAPL,lolol bear lookin like clown talkin switching team dont double tho put half
user6646,2020-09-28,NFLX,tv st century cinema
user6647,2020-09-29,AAPL,another day tomorrow
user6648,2020-09-29,TSLA,buying dip
user6649,2020-09-29,TSLA,bear last chance run cover
user6650,2020-09-29,TSLA,debate
user6651,2020-10-01,AAPL,direct payment american pretty soon week corona virus vaccine
user6652,2020-10-01,TSLA,time board choo choo train
user6653,2020-10-01,TSLA,added one lotto call january strike looking double month
user6654,2020-10-01,TSLA,hope guy seen chart ive posting week breakout super obvious
user6655,2020-10-01,TSLA,c k volume
user6656,2020-10-01,TSLA,literally went entire day
user6657,2020-10-01,TSLA,calm bear it tomm morning yet
user6658,2020-10-02,AAPL,easy money buy dip
user6659,2020-10-02,TSLA,monday going go huuuuuge bull ball steel handsomely rewarded
user6660,2020-10-06,TSLA,""
